source,source_date,raw_mention,activity_id,match_type,mention_date,discipline,split,near_miss_kind,missing_discriminator,confusable_with
dpr_day_07.txt,2026-05-30,Set crude transfer pumps P-1401A and P-1401B completed 28 May 2026. kaam chalu hai,STA-MCH-1240,exact,2026-05-28,static_equipment,test,,,
dpr_day_07.txt,2026-05-30,"Shell courses 1-2, the storage tank under way at the work front",STA-TNK-1231,exact,,static_equipment,train,,,
dpr_day_07.txt,2026-05-30,"Motor mounting and bolt torque, the pump held up, awaiting client RFI clearance",STA-MCH-1242,exact,,static_equipment,test,,,
dpr_day_07.txt,2026-05-30,"tank shell erection, courses 1-3, the storage tank, finished 28 may 2026, jmr raised",STA-TNK-1230,exact,2026-05-28,static_equipment,train,,,
dpr_day_07.txt,2026-05-30,"Shell course 3 and wind girder, the storage tank — completed on 31 May",STA-TNK-1232,exact,2026-05-31,static_equipment,train,,,
dpr_day_07.txt,2026-05-30,"Crew deployed on Internal floating roof assembly, TK-2102",STA-TNK-1235,exact,,static_equipment,train,,,
dpr_day_07.txt,2026-05-30,"alignment check and coupling, compressor pk-2401 to receiver held up, awaiting client rfi clearance",STA-MCH-1217,exact,,static_equipment,test,,,
dpr_day_07.txt,2026-05-30,"area lighting poles and floodlights, wellhead u1/u2 in progress, 6 nos out of 22 achieved",EL-LTG-1380,exact,,electrical,train,,,
dpr_day_07.txt,2026-05-30,"Earth grid and earthing pits, site-wide — 2001 of 2400 m done, as of 30/May/2026",EL-GRD-1378,exact,2026-05-30,electrical,train,,,
dpr_day_07.txt,2026-05-30,"Team deployed on TK-2101, balance to follow",STA-DRY-1521,near_miss,,static_equipment,train,shared_tag,which activity on TK-2101,CIV-FDN-1150|CIV-FDN-1151|STA-TNK-1230|STA-TNK-1231|STA-TNK-1232|STA-TNK-1233
dpr_day_07.txt,2026-05-30,"TK-2101 — crew on site, progress steady",STA-TNK-1230,near_miss,,static_equipment,train,shared_tag,which activity on TK-2101,CIV-FDN-1150|CIV-FDN-1151|STA-TNK-1231|STA-TNK-1232|STA-TNK-1233|STA-DRY-1521
dpr_day_07.txt,2026-05-30,"Team deployed on 2""-P-2301-A6A, balance to follow, as of 2026-05-28",PIP-DRY-1515,near_miss,2026-05-28,piping,test,shared_tag,"which activity on 2""-P-2301-A6A",PIP-ERC-1350
dpr_day_07.txt,2026-05-30,Erect line Unit header — 76% done,PIP-ERC-1321,near_miss,,piping,train,adjacent_sequence,"10"" / 20"" / 2001 / 2002 / a1a / a5a",PIP-ERC-1322
dpr_day_07.txt,2026-05-30,"TK-2102 activity ongoing, no issues reported",CIV-FDN-1152,near_miss,,civil,train,shared_tag,which activity on TK-2102,STA-TNK-1234|STA-TNK-1235|STA-DRY-1522
dpr_day_07.txt,2026-05-30,"TK-2101 — crew on site, progress steady, as of 29 May",CIV-FDN-1151,near_miss,2026-05-29,civil,train,shared_tag,which activity on TK-2101,CIV-FDN-1150|STA-TNK-1230|STA-TNK-1231|STA-TNK-1232|STA-TNK-1233|STA-DRY-1521
dpr_day_07.txt,2026-05-30,Welder qualification tests conducted for four new welders,NO_MATCH,no_match,,,train,,,
dpr_day_07.txt,2026-05-30,Additional 40 m of boundary drain built on the north side at OIL request,NO_MATCH,no_match,,,train,,,
dpr_day_07.txt,2026-05-30,Heat stress advisory issued to all supervisors,NO_MATCH,no_match,,,train,,,
dpr_day_08.txt,2026-06-11,"Control building blockwork and roofing — 93 of 145 m2 done, as of 10 Jun",CIV-BLD-1161,exact,2026-06-10,civil,dev,,,
dpr_day_08.txt,2026-06-11,"Work front opened for Install tank dewatering lines 3""-P-2104-C5B on 2026-06-12",PIP-ERC-1343,exact,2026-06-12,piping,train,,,
dpr_day_08.txt,2026-06-11,"Erect rack steel, Module 2 (Ch 40-80) completed 15 Jun",PIP-ERC-1301,exact,2026-06-15,piping,train,,,
dpr_day_08.txt,2026-06-11,"Erect multi-tier rack steel, Module 1 (Ch 0-40) — commenced 2026-06-08",PIP-ERC-1300,exact,2026-06-08,piping,train,,,
dpr_day_08.txt,2026-06-11,"Monorail and davit erection, separator platforms, finished 13/Jun/2026, JMR raised",STA-SET-1244,exact,2026-06-13,static_equipment,train,,,
dpr_day_08.txt,2026-06-11,"Tank nozzles and manways fitting, TK-2101 and TK-2102 — 11 nos out of 18 done",STA-TNK-1236,exact,,static_equipment,train,,,
dpr_day_08.txt,2026-06-11,"Tank roof structure and fittings, TK-2101 completed",STA-TNK-1233,exact,,static_equipment,train,,,
dpr_day_08.txt,2026-06-11,"Rig and set vertical the separator vessel on foundation, 1 nos out of 1 complete so far",STA-SET-1201,exact,,static_equipment,dev,,,
dpr_day_08.txt,2026-06-11,"Plumb, alignment and bolt torque, the separator vessel closed out 11/06/2026",STA-SET-1202,exact,2026-06-11,static_equipment,dev,,,
dpr_day_08.txt,2026-06-11,Rig and set glycol contactor V-1201 ongoing,STA-SET-1203,exact,,static_equipment,test,,,
dpr_day_08.txt,2026-06-11,"Receive and stage separator V-1101, transport from laydown — 1 nos out of 1 done, as of today",STA-SET-1200,exact,2026-06-11,static_equipment,dev,,,
dpr_day_08.txt,2026-06-11,"Mobilised for Set fuel gas skid, utilities plinth U1",STA-SET-1207,exact,,static_equipment,test,,,
dpr_day_08.txt,2026-06-11,"Shell courses 1-2, tank TK-2101 closed out 31/05/2026",STA-TNK-1231,exact,2026-05-31,static_equipment,train,,,
dpr_day_08.txt,2026-06-11,"Tank shell erection, courses 1-3, TK-2101 — completed on 5 Jun 2026",STA-TNK-1230,exact,2026-06-05,static_equipment,train,,,
dpr_day_08.txt,2026-06-11,"Install cable tray and risers, substation building closed out 11/06/2026",EL-TRK-1370,exact,2026-06-11,electrical,train,,,
dpr_day_08.txt,2026-06-11,"Area lighting poles and floodlights, wellhead U1/U2 in progress, 12 nos out of 22 achieved",EL-LTG-1380,exact,,electrical,train,,,
dpr_day_08.txt,2026-06-11,"Crew working on Erect flare header to, as of 08/Jun/2026",PIP-ERC-1330,near_miss,2026-06-08,piping,dev,adjacent_sequence,"18"" / b7a / drum / fst / ko / manifold",PIP-ERC-1331
dpr_day_08.txt,2026-06-11,"and firewater main, balance to be completed next week, as of 10 Jun 2026",PIP-UGS-1171,near_miss,2026-06-10,piping,test,adjacent_sequence,1 / for / grp / joint / lay / manifold,PIP-UGS-1170|PIP-UGS-1172
dpr_day_08.txt,2026-06-11,"Work continuing on TK-2102, about 69% done",STA-TNK-1234,near_miss,,static_equipment,train,shared_tag,which activity on TK-2102,CIV-FDN-1152|STA-TNK-1235|STA-DRY-1522
dpr_day_08.txt,2026-06-11,"Work continuing on TK-2101, about 53% done, as of 09/06/2026",STA-TNK-1233,near_miss,2026-06-09,static_equipment,train,shared_tag,which activity on TK-2101,CIV-FDN-1150|CIV-FDN-1151|STA-TNK-1230|STA-TNK-1231|STA-TNK-1232|STA-DRY-1521
dpr_day_08.txt,2026-06-11,"JB-101 activity ongoing, no issues reported, as of today",INS-JBX-1395,near_miss,2026-06-11,instrumentation,dev,shared_tag,which activity on JB-101,INS-CBL-1396|INS-CBL-1397|INS-TER-1398
dpr_day_08.txt,2026-06-11,"Extra hardstanding for the client vehicle park, not in the BOQ",NO_MATCH,no_match,,,train,,,
dpr_day_08.txt,2026-06-11,Radiography film review pending with the client inspector,NO_MATCH,no_match,,,dev,,,
dpr_day_09.txt,2026-06-22,"Erect rack steel, Module 3 (Ch 80-110) ongoing",PIP-ERC-1302,exact,,piping,train,,,
dpr_day_09.txt,2026-06-22,"Rack erection, Module 3 tier 1, flare header 18""-P-1301-B7A and utility lines closed out 24 Jun",PIP-ERC-1305,exact,2026-06-24,piping,dev,,,
dpr_day_09.txt,2026-06-22,"Rack cross bracing and kicker supports, full run completed 2026-06-26",PIP-ERC-1303,exact,2026-06-26,piping,test,,,
dpr_day_09.txt,2026-06-22,"Pipe rack erection, crude header, Unit 2 to tank farm in progress, 16 of 36 m achieved",PIP-ERC-1304,exact,,piping,test,,,
dpr_day_09.txt,2026-06-22,"Install tank dewatering lines 3""-P-2104-C5B, 6 of 22 m complete so far",PIP-ERC-1343,exact,,piping,train,,,
dpr_day_09.txt,2026-06-22,"Erect multi-tier rack steel, Module 1 (Ch 0-40) ongoing",PIP-ERC-1300,exact,,piping,train,,,
dpr_day_09.txt,2026-06-22,"Erect rack steel, Module 2 (Ch 40-80), 27 of 33 mt complete so far",PIP-ERC-1301,exact,,piping,train,,,
dpr_day_09.txt,2026-06-22,"Plumb, alignment and bolt torque, V-1101 — progress slow, 54% only",STA-SET-1202,exact,,static_equipment,dev,,,
dpr_day_09.txt,2026-06-22,"Crew deployed on Set fuel gas skid, utilities plinth U1",STA-SET-1207,exact,,static_equipment,test,,,
dpr_day_09.txt,2026-06-22,"Tank roof structure and fittings, TK-2101 started 20 Jun",STA-TNK-1233,exact,2026-06-20,static_equipment,train,,,
dpr_day_09.txt,2026-06-22,Work front opened for Rig and set vertical separator V-1101 on foundation on today,STA-SET-1201,exact,2026-06-22,static_equipment,dev,,,
dpr_day_09.txt,2026-06-22,"Monorail and davit erection, separator platforms — 1 nos out of 1 done",STA-SET-1244,exact,,static_equipment,train,,,
dpr_day_09.txt,2026-06-22,"Rig and set glycol contactor V-1201 held up, awaiting client RFI clearance",STA-SET-1203,exact,,static_equipment,test,,,
dpr_day_09.txt,2026-06-22,"Tank nozzles and manways fitting, the storage tank and delayed by 2 days, crane availability",STA-TNK-1236,exact,,static_equipment,train,,,
dpr_day_09.txt,2026-06-22,"Install cable tray and risers, substation building under way at the work front",EL-TRK-1370,exact,,electrical,train,,,
dpr_day_09.txt,2026-06-22,"Install level transmitters LT-1201 to LT-1206, separators in progress, 2 nos out of 6 achieved",INS-FIT-1392,exact,,instrumentation,test,,,
dpr_day_09.txt,2026-06-22,"Progressed the 2""-P-2301-A6A scope today, 78% complete",PIP-ERC-1350,near_miss,,piping,test,shared_tag,"which activity on 2""-P-2301-A6A",PIP-DRY-1515
dpr_day_09.txt,2026-06-22,"Crew working on Hydrotest firewater main 10""- -1602-B1A, Unit 1 to",PIP-UGS-1173,near_miss,,piping,test,discriminator_omitted,manifold / 2,PIP-UGS-1172
dpr_day_09.txt,2026-06-22,"Loop check, Unit loops to ongoing at site",INS-CHK-1406,near_miss,,instrumentation,dev,adjacent_sequence,1 / 1101 / 1128 / 2 / 2101 / 2122,INS-CHK-1407
dpr_day_09.txt,2026-06-22,"Work continuing on V-1101, about 34% done",CIV-FDN-1106,near_miss,,civil,dev,shared_tag,which activity on V-1101,CIV-FDN-1102|CIV-FDN-1103|CIV-FDN-1104|CIV-FDN-1105|STA-SET-1200|STA-SET-1201|STA-SET-1202|STA-PRS-1520
dpr_day_09.txt,2026-06-22,"Cable trench with precast covers, to substation — 25% done",CIV-UGS-1180,near_miss,,civil,test,discriminator_omitted,1 / 2,CIV-UGS-1181
dpr_day_09.txt,2026-06-22,Site coordination meeting minutes circulated to all agencies,NO_MATCH,no_match,,,train,,,
dpr_day_09.txt,2026-06-22,Diesel consumption reconciliation for the month completed,NO_MATCH,no_match,,,test,,,
dpr_day_10.txt,2026-07-06,"Chemical injection piping the 1 inch line, skids to injection points — closed out this week",PIP-ERC-1354,exact,,piping,test,,,
dpr_day_10.txt,2026-07-06,"Rack cross bracing and kicker supports, full run — completed on 30/Jun/2026",PIP-ERC-1303,exact,2026-06-30,piping,test,,,
dpr_day_10.txt,2026-07-06,"Rack erection, Module 3 tier 1, flare header 18""-P-1301-B7A and utility lines under way at the work front",PIP-ERC-1305,exact,,piping,dev,,,
dpr_day_10.txt,2026-07-06,"Mobilised for Erect rack steel, Module 3 (Ch 80-110)",PIP-ERC-1302,exact,,piping,train,,,
dpr_day_10.txt,2026-07-06,"Set chemical injection skids CS-2501 and CS-2502, wellhead U1/U2 stopped, material shortage at store",STA-SET-1243,exact,,static_equipment,train,,,
dpr_day_10.txt,2026-07-06,"Install cable tray ladder 600 mm, rack tier 3 completed 4 Jul",EL-TRK-1360,exact,2026-07-04,electrical,test,,,
dpr_day_10.txt,2026-07-06,"Pull LV power cables, wellhead panel WHCP-2101 feeders, Unit 2 — 197 of 260 m done",EL-CBL-1377,exact,,electrical,train,,,
dpr_day_10.txt,2026-07-06,"Install cable tray 450 mm, rack tier 3, Unit 2 stretch, finished 05/07/2026, JMR raised",EL-TRK-1361,exact,2026-07-05,electrical,train,,,
dpr_day_10.txt,2026-07-06,"Work front opened for Install instrument cable tray 300 mm, rack tier 2 on 6 Jul",INS-TRK-1363,exact,2026-07-06,instrumentation,test,,,
dpr_day_10.txt,2026-07-06,"V-2201 activity ongoing, no issues reported",CIV-FDN-1120,near_miss,,civil,train,shared_tag,which activity on V-2201,STA-SET-1211|STA-INT-1214
dpr_day_10.txt,2026-07-06,"Sleeper and column footings, pipe rack, work in progress",CIV-FDN-1167,near_miss,,civil,train,discriminator_omitted,1 / 2,CIV-FDN-1165|CIV-FDN-1166
dpr_day_10.txt,2026-07-06,"10""-P-1602-B1A activity ongoing, no issues reported",PIP-UGS-1171,near_miss,,piping,test,shared_tag,"which activity on 10""-P-1602-B1A",PIP-UGS-1170|PIP-UGS-1172|PIP-UGS-1173|PIP-UGS-1174|PIP-UGS-1175|PIP-ERC-1352
dpr_day_10.txt,2026-07-06,"Team deployed on 10""-P-1602-B1A, balance to follow, as of 3 Jul",PIP-UGS-1175,near_miss,2026-07-03,piping,test,shared_tag,"which activity on 10""-P-1602-B1A",PIP-UGS-1170|PIP-UGS-1171|PIP-UGS-1172|PIP-UGS-1173|PIP-UGS-1174|PIP-ERC-1352
dpr_day_10.txt,2026-07-06,"Progressed the TK-2102 scope today, 63% complete",STA-TNK-1235,near_miss,,static_equipment,train,shared_tag,which activity on TK-2102,CIV-FDN-1152|STA-TNK-1234|STA-DRY-1522
dpr_day_10.txt,2026-07-06,and fit internals and demisters — 28% done,STA-INT-1213,near_miss,,static_equipment,dev,discriminator_omitted,2101 / load / 2201,STA-INT-1214
dpr_day_10.txt,2026-07-06,Additional signage in Assamese requested by the district administration,NO_MATCH,no_match,,,train,,,
dpr_day_10.txt,2026-07-06,"Two 40-ton trailers arrived at the gate, unloading tomorrow morning",NO_MATCH,no_match,,,train,,,
dpr_day_11.txt,2026-07-21,"Nitrogen line 3""-P-2302-A6A, package to header taken up at site",PIP-ERC-1351,exact,,piping,dev,,,
dpr_day_11.txt,2026-07-21,"Chemical injection piping 1""-P-2501-A6A, skids to injection points — closed out this week",PIP-ERC-1354,exact,,piping,test,,,
dpr_day_11.txt,2026-07-21,"Instrument air header 2""-P-2301-A6A, rack to Unit 2 under way at the work front",PIP-ERC-1350,exact,,piping,test,,,
dpr_day_11.txt,2026-07-21,"Set chemical injection skids the unit and, wellhead U1/U2 closed out 2 Jul",STA-SET-1243,exact,2026-07-02,static_equipment,train,,,
dpr_day_11.txt,2026-07-21,"Pull LV power cables, pump motors P-1401A/B, finished 25 Jul 2026, JMR raised",EL-CBL-1376,exact,2026-07-25,electrical,test,,,
dpr_day_11.txt,2026-07-21,"Emergency lighting and exit signage, control building, 7 nos out of 14 complete so far",EL-LTG-1381,exact,,electrical,train,,,
dpr_day_11.txt,2026-07-21,"Glanding and termination, LV panels, substation, 41 nos out of 84 complete so far",EL-CBL-1382,exact,,electrical,test,,,
dpr_day_11.txt,2026-07-21,"Pull MV cable 11 kV, substation to the transformer, finished 03/08/2026, JMR raised",EL-CBL-1374,exact,2026-08-03,electrical,test,,,
dpr_day_11.txt,2026-07-21,"Mobilised for Set and terminate transformer T-1, 11/0.433 kV",EL-TRF-1371,exact,,electrical,test,,,
dpr_day_11.txt,2026-07-21,"Core termination and lacing, MCC-1 and MCC-2 — closed out this week",EL-CBL-1384,exact,,electrical,dev,,,
dpr_day_11.txt,2026-07-21,"Cable glanding, MCC-1 and MCC-2 feeders in progress, 27 nos out of 46 achieved, as of 2026-07-19",EL-CBL-1383,exact,2026-07-19,electrical,dev,,,
dpr_day_11.txt,2026-07-21,"Install MCC panels and switchboard, substation room — 2 nos out of 6 done, as of 19 Jul",EL-SWB-1373,exact,2026-07-19,electrical,test,,,
dpr_day_11.txt,2026-07-21,"Set and terminate the transformer, 11/0.433 kV taken up at site",EL-TRF-1372,exact,,electrical,test,,,
dpr_day_11.txt,2026-07-21,"Install cable tray 450 mm, rack tier 3, Unit 2 stretch — 55 of 140 m done",EL-TRK-1361,exact,,electrical,train,,,
dpr_day_11.txt,2026-07-21,"Install cable tray ladder 600 mm, rack tier 3 stopped, material shortage at store",EL-TRK-1360,exact,,electrical,test,,,
dpr_day_11.txt,2026-07-21,"Pull MV cable 11 kV, substation to the transformer in progress, 93 of 180 m achieved",EL-CBL-1375,exact,,electrical,test,,,
dpr_day_11.txt,2026-07-21,"Pull LV power cables, wellhead panel WHCP-2101 feeders, Unit 2 under way at the work front",EL-CBL-1377,exact,,electrical,train,,,
dpr_day_11.txt,2026-07-21,"Install instrument cable tray 300 mm, rack tier 2 in progress, 110 of 180 m achieved",INS-TRK-1363,exact,,instrumentation,test,,,
dpr_day_11.txt,2026-07-21,"TK-2101 activity ongoing, no issues reported",CIV-FDN-1150,near_miss,,civil,train,shared_tag,which activity on TK-2101,CIV-FDN-1151|STA-TNK-1230|STA-TNK-1231|STA-TNK-1232|STA-TNK-1233|STA-DRY-1521
dpr_day_11.txt,2026-07-21,"Team deployed on T-2, balance to follow, as of 20 Jul 2026",EL-CBL-1375,near_miss,2026-07-20,electrical,test,shared_tag,which activity on T-2,EL-TRF-1372
dpr_day_11.txt,2026-07-21,"Team deployed on JB-101, balance to follow",INS-CBL-1396,near_miss,,instrumentation,dev,shared_tag,which activity on JB-101,INS-JBX-1395|INS-CBL-1397|INS-TER-1398
dpr_day_11.txt,2026-07-21,"JB-101 — crew on site, progress steady",INS-JBX-1395,near_miss,,instrumentation,dev,shared_tag,which activity on JB-101,INS-CBL-1396|INS-CBL-1397|INS-TER-1398
dpr_day_11.txt,2026-07-21,"Crew working on Shell courses, tank TK-2101",STA-TNK-1231,near_miss,,static_equipment,train,discriminator_omitted,3 / erection / 2,STA-TNK-1230
dpr_day_11.txt,2026-07-21,"Work continuing on 10""-P-1602-B1A, about 25% done, as of 19 Jul",PIP-UGS-1170,near_miss,2026-07-19,piping,test,shared_tag,"which activity on 10""-P-1602-B1A",PIP-UGS-1171|PIP-UGS-1172|PIP-UGS-1173|PIP-UGS-1174|PIP-UGS-1175|PIP-ERC-1352
dpr_day_11.txt,2026-07-21,"Client requested additional bollards near the gatehouse, not in contract scope",NO_MATCH,no_match,,,test,,,
dpr_day_11.txt,2026-07-21,Consumables inventory check carried out at the fabrication shed,NO_MATCH,no_match,,,test,,,
dpr_day_12.txt,2026-08-02,"Instrument air header the two inch line, rack to Unit 2 in progress, 63 of 95 m achieved, as of 2026-08-01",PIP-ERC-1350,exact,2026-08-01,piping,test,,,
dpr_day_12.txt,2026-08-02,"Nitrogen line 3""-P-2302-A6A, package to header closed out 27 Jul 2026",PIP-ERC-1351,exact,2026-07-27,piping,dev,,,
dpr_day_12.txt,2026-08-02,"Core termination and lacing, MCC-1 and MCC-2 — 72 nos out of 92 done",EL-CBL-1384,exact,,electrical,dev,,,
dpr_day_12.txt,2026-08-02,"Glanding and termination, LV panels, substation — commenced 1 Aug",EL-CBL-1382,exact,2026-08-01,electrical,test,,,
dpr_day_12.txt,2026-08-02,"Cable glanding, MCC-1 and MCC-2 feeders held up, awaiting client RFI clearance",EL-CBL-1383,exact,,electrical,dev,,,
dpr_day_12.txt,2026-08-02,"Set and terminate transformer T-1, 11/0.433 kV closed out 30/07/2026",EL-TRF-1371,exact,2026-07-30,electrical,test,,,
dpr_day_12.txt,2026-08-02,"Pull LV power cables, pump motors under way at the work front",EL-CBL-1376,exact,,electrical,test,,,
dpr_day_12.txt,2026-08-02,"Emergency lighting and exit signage, control building — commenced 30 Jul",EL-LTG-1381,exact,2026-07-30,electrical,train,,,
dpr_day_12.txt,2026-08-02,"Set and terminate transformer T-2, 11/0.433 kV — 1 nos out of 1 done",EL-TRF-1372,exact,,electrical,test,,,
dpr_day_12.txt,2026-08-02,"Pull MV cable 11 kV, substation to transformer T-1 is done and signed off",EL-CBL-1374,exact,,electrical,test,,,
dpr_day_12.txt,2026-08-02,"Team deployed on V-1101, balance to follow",CIV-FDN-1102,near_miss,,civil,dev,shared_tag,which activity on V-1101,CIV-FDN-1103|CIV-FDN-1104|CIV-FDN-1105|CIV-FDN-1106|STA-SET-1200|STA-SET-1201|STA-SET-1202|STA-PRS-1520
dpr_day_12.txt,2026-08-02,"V-1101 — crew on site, progress steady, as of 2 Aug",CIV-FDN-1104,near_miss,2026-08-02,civil,dev,shared_tag,which activity on V-1101,CIV-FDN-1102|CIV-FDN-1103|CIV-FDN-1105|CIV-FDN-1106|STA-SET-1200|STA-SET-1201|STA-SET-1202|STA-PRS-1520
dpr_day_12.txt,2026-08-02,"Cut and fill to formation level, well, balance to be completed next week",CIV-EXC-1004,near_miss,,civil,train,discriminator_omitted,1 / 2,CIV-EXC-1003
dpr_day_12.txt,2026-08-02,"Progressed the V-2101 scope today, 84% complete",STA-SET-1210,near_miss,,static_equipment,dev,shared_tag,which activity on V-2101,CIV-FDN-1117|CIV-FDN-1118|CIV-FDN-1119|STA-INT-1213
dpr_day_12.txt,2026-08-02,"Team deployed on 24""-P-1001-A1A, balance to follow, as of 31 Jul",PIP-HLT-1314,near_miss,2026-07-31,piping,dev,shared_tag,"which activity on 24""-P-1001-A1A",PIP-FAB-1310|PIP-ERC-1311|PIP-ERC-1312
dpr_day_12.txt,2026-08-02,"Progressed the 20""-P-2001-A1A scope today, 53% complete",PIP-HLT-1325,near_miss,,piping,train,shared_tag,"which activity on 20""-P-2001-A1A",PIP-ERC-1321
dpr_day_12.txt,2026-08-02,"Safety harness inspection carried out, 4 units condemned",NO_MATCH,no_match,,,train,,,
dpr_day_12.txt,2026-08-02,"Temporary diesel bowser stand fabricated at the laydown, unplanned scope",NO_MATCH,no_match,,,dev,,,
dpr_day_12.txt,2026-08-02,Material test certificates for the imported valves under verification,NO_MATCH,no_match,,,train,,,
dpr_day_13.txt,2026-08-19,"Erect drain header 4""-P-1303-C5B, closed drain held up, awaiting client RFI clearance",PIP-ERC-1334,exact,,piping,train,,,
dpr_day_13.txt,2026-08-19,"Erect line 6""-P-1005-A6A, fuel gas skid inlet in progress, 6 of 18 m achieved",PIP-ERC-1318,exact,,piping,train,,,
dpr_day_13.txt,2026-08-19,"Erect blowdown lines 6""-P-1302-A6A, wellhead SDVs, 36 of 44 m complete so far, as of 19/Aug/2026",PIP-ERC-1333,exact,2026-08-19,piping,train,,,
dpr_day_13.txt,2026-08-19,"Tank farm manifold 12""-P-2101-A1A, inlet/outlet TK-2101 — 15 of 44 m done",PIP-ERC-1340,exact,,piping,dev,,,
dpr_day_13.txt,2026-08-19,"Suction and discharge piping, the pumps to manifold completed 28 Aug",PIP-ERC-1341,exact,2026-08-28,piping,test,,,
dpr_day_13.txt,2026-08-19,"Alloy weld and PMI, flare header, welds 20-31 in progress, 7 nos out of 12 achieved, as of 17 Aug",PIP-WLD-1332,exact,2026-08-17,piping,dev,,,
dpr_day_13.txt,2026-08-19,"Erect flare header 18""-P-1301-B7A, manifold to KO drum under way at the work front",PIP-ERC-1330,exact,,piping,dev,,,
dpr_day_13.txt,2026-08-19,"Glanding and termination, LV panels, substation, finished 7 Aug, JMR raised",EL-CBL-1382,exact,2026-08-07,electrical,test,,,
dpr_day_13.txt,2026-08-19,"Pull MV cable 11 kV, substation to the transformer in progress, 105 of 180 m achieved",EL-CBL-1375,exact,,electrical,test,,,
dpr_day_13.txt,2026-08-19,"Set and terminate the transformer, 11/0.433 kV — completed on 5 Aug",EL-TRF-1372,exact,2026-08-05,electrical,test,,,
dpr_day_13.txt,2026-08-19,"Cable glanding, the MCC and feeders, 34 nos out of 46 complete so far",EL-CBL-1383,exact,,electrical,dev,,,
dpr_day_13.txt,2026-08-19,"Core termination and lacing, the MCC and — progress slow, 47% only",EL-CBL-1384,exact,,electrical,dev,,,
dpr_day_13.txt,2026-08-19,"Crew deployed on Pull MV cable 11 kV, substation to transformer T-1",EL-CBL-1374,exact,,electrical,test,,,
dpr_day_13.txt,2026-08-19,"Set and terminate transformer T-1, 11/0.433 kV stopped, material shortage at store",EL-TRF-1371,exact,,electrical,test,,,
dpr_day_13.txt,2026-08-19,"Pull home-run cables, the junction box to control room FTA completed 5 Sep 2026",INS-CBL-1397,exact,2026-09-05,instrumentation,dev,,,
dpr_day_13.txt,2026-08-19,"Install junction boxes box to the junction box, field, finished 24 Aug, JMR raised",INS-JBX-1395,exact,2026-08-24,instrumentation,dev,,,
dpr_day_13.txt,2026-08-19,Terminate field instruments at JB-101 to JB-108 completed 10/09/2026,INS-TER-1398,exact,2026-09-10,instrumentation,dev,,,
dpr_day_13.txt,2026-08-19,"Pull instrument cables, rack tier 2 to junction boxes JB-101 to JB-108 is done and signed off",INS-CBL-1396,exact,,instrumentation,dev,,,
dpr_day_13.txt,2026-08-19,"Work continuing on P-1401A, about 66% done, as of 2026-08-18",STA-ROT-1523,near_miss,2026-08-18,static_equipment,test,shared_tag,which activity on P-1401A,STA-MCH-1240|STA-MCH-1241|STA-MCH-1242|PIP-ERC-1341|EL-CBL-1376|STA-ROT-1524
dpr_day_13.txt,2026-08-19,"V-1101 activity ongoing, no issues reported, as of 16/Aug/2026",STA-SET-1201,near_miss,2026-08-16,static_equipment,dev,shared_tag,which activity on V-1101,CIV-FDN-1102|CIV-FDN-1103|CIV-FDN-1104|CIV-FDN-1105|CIV-FDN-1106|STA-SET-1200|STA-SET-1202|STA-PRS-1520
dpr_day_13.txt,2026-08-19,"Team deployed on TK-2102, balance to follow, as of 17 Aug",STA-DRY-1522,near_miss,2026-08-17,static_equipment,train,shared_tag,which activity on TK-2102,CIV-FDN-1152|STA-TNK-1234|STA-TNK-1235
dpr_day_13.txt,2026-08-19,"10""-P-1602-B1A — crew on site, progress steady, as of 2026-08-17",PIP-UGS-1172,near_miss,2026-08-17,piping,test,shared_tag,"which activity on 10""-P-1602-B1A",PIP-UGS-1170|PIP-UGS-1171|PIP-UGS-1173|PIP-UGS-1174|PIP-UGS-1175|PIP-ERC-1352
dpr_day_13.txt,2026-08-19,"2""-P-2301-A6A — crew on site, progress steady",PIP-ERC-1350,near_miss,,piping,test,shared_tag,"which activity on 2""-P-2301-A6A",PIP-DRY-1515
dpr_day_13.txt,2026-08-19,"Install cable tray rack tier ongoing at site, as of yesterday",EL-TRK-1361,near_miss,2026-08-18,electrical,train,adjacent_sequence,2 / 450 / 600 / ladder / stretch / unit,EL-TRK-1360
dpr_day_13.txt,2026-08-19,Emergency contact list updated on all notice boards,NO_MATCH,no_match,,,train,,,
dpr_day_13.txt,2026-08-19,"Fuel tanker delayed at Numaligarh, expected tomorrow",NO_MATCH,no_match,,,dev,,,
dpr_day_14.txt,2026-08-27,"Crew deployed on Erect the eight inch line, glycol feed to contactor the separator vessel",PIP-ERC-1317,exact,,piping,train,,,
dpr_day_14.txt,2026-08-27,"12""-P-2101-A1A — Field welds and UT, tank farm manifold, welds 40-52, 6 nos out of 13 complete so far",PIP-WLD-1344,exact,,piping,dev,,,
dpr_day_14.txt,2026-08-27,"Erect the twelve inch line, the storage tank manifold tie-in delayed by 4 days, crane availability",PIP-ERC-1342,exact,,piping,train,,,
dpr_day_14.txt,2026-08-27,"Erect flare header the eighteen inch line, manifold to KO drum — 64 of 86 m done",PIP-ERC-1330,exact,,piping,dev,,,
dpr_day_14.txt,2026-08-27,"Erect the six inch line, fuel gas skid inlet in progress, 13 of 18 m achieved",PIP-ERC-1318,exact,,piping,train,,,
