item_no,description,unit,rate,currency,raw_line,page,line,data_origin,is_real,source_artifact_id,annotation_origin,verification_status
3.12.5,"500 A, Isc= 50kA for 1 sec",Each,16806,INR,"3.12.5 500 A, Isc= 50kA for 1 sec Each 16806 ",35,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.12.6,"630 A, Isc= 50kA for 1 sec",Each,16806,INR,"3.12.6 630 A, Isc= 50kA for 1 sec Each 16806 ",35,5,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.13.1,"400 A, Isc= 25kA for 1 sec",Meter,16196,INR,"3.13.1 400 A, Isc= 25kA for 1 sec Meter 16196 ",35,21,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.13.2,"500 A, Isc= 30kA for 1 sec",Meter,17152,INR,"3.13.2 500 A, Isc= 30kA for 1 sec Meter 17152 ",35,23,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.13.3,"630 A, Isc= 50kA for 1 sec",Meter,20225,INR,"3.13.3 630 A, Isc= 50kA for 1 sec Meter 20225 ",35,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.13.4,"800 A, Isc= 50kA for 1 sec",Meter,22841,INR,"3.13.4 800 A, Isc= 50kA for 1 sec Meter 22841 ",35,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.13.5,"1000 A, Isc= 50kA for 1 sec",Meter,25416,INR,"3.13.5 1000 A, Isc= 50kA for 1 sec Meter 25416 ",35,29,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.13.6,"1250 A, Isc= 50kA for 1 sec",Meter,27733,INR,"3.13.6 1250 A, Isc= 50kA for 1 sec Meter 27733 ",35,31,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.13.7,"1600 A, Isc= 50kA for 1 sec",Meter,32974,INR,"3.13.7 1600 A, Isc= 50kA for 1 sec Meter 32974 ",35,33,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.13.8,"2000 A, Isc= 50kA for 1 sec",Meter,42110,INR,"3.13.8 2000 A, Isc= 50kA for 1 sec Meter 42110 ",35,35,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.13.9,"2500 A, Isc= 50kA for 1 sec",Meter,46745,INR,"3.13.9 2500 A, Isc= 50kA for 1 sec Meter 46745 ",35,37,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.13.10,"3200 A, Isc= 50kA for 1 sec",Meter,58373,INR,"3.13.10 3200 A, Isc= 50kA for 1 sec Meter 58373 ",35,39,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.13.11,"4000 A, Isc= 50kA for 1 sec",Meter,98975,INR,"3.13.11 4000 A, Isc= 50kA for 1 sec Meter 98975 ",35,41,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.1,100 mm width X 50 mm depth X 1.6 mm thickness,Meter,623,INR,4.1.1 100 mm width X 50 mm depth X 1.6 mm thickness Meter 623 ,36,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.2,150 mm width X 50 mm depth X 1.6 mm thickness,Meter,686,INR,4.1.2 150 mm width X 50 mm depth X 1.6 mm thickness Meter 686 ,36,16,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.3,200 mm width X 50 mm depth X 1.6 mm thickness,Meter,819,INR,4.1.3 200 mm width X 50 mm depth X 1.6 mm thickness Meter 819 ,36,18,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.4,300 mm width X 50 mm depth X 1.6 mm thickness,Meter,866,INR,4.1.4 300 mm width X 50 mm depth X 1.6 mm thickness Meter 866 ,36,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.5,375 mm width X 50 mm depth X 2.0 mm thickness,Meter,1116,INR,4.1.5 375 mm width X 50 mm depth X 2.0 mm thickness Meter 1116 ,36,22,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.6,450 mm width X 50 mm depth X 2.0 mm thickness,Meter,1243,INR,4.1.6 450 mm width X 50 mm depth X 2.0 mm thickness Meter 1243 ,36,24,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.7,600 mm width X 50 mm depth X 2.0 mm thickness,Meter,1526,INR,4.1.7 600 mm width X 50 mm depth X 2.0 mm thickness Meter 1526 ,36,26,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.8,300 mm width X 62.5 mm depth X 2.0 mm thickness,Meter,1025,INR,4.1.8 300 mm width X 62.5 mm depth X 2.0 mm thickness Meter 1025 ,36,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.9,375 mm width X 62.5 mm depth X 2.0 mm thickness,Meter,1160,INR,4.1.9 375 mm width X 62.5 mm depth X 2.0 mm thickness Meter 1160 ,36,30,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.10,450 mm width X 62.5 mm depth X 2.0 mm thickness,Meter,1348,INR,4.1.10 450 mm width X 62.5 mm depth X 2.0 mm thickness Meter 1348 ,36,32,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.11,600 mm width X 62.5 mm depth X 2.0 mm thickness,Meter,1597,INR,4.1.11 600 mm width X 62.5 mm depth X 2.0 mm thickness Meter 1597 ,36,34,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.12,750 mm width X 62.5 mm depth X 2.0 mm thickness,Meter,1830,INR,4.1.12 750 mm width X 62.5 mm depth X 2.0 mm thickness Meter 1830 ,36,36,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.13,900 mm width X 62.5 mm depth X 2.0 mm thickness,Meter,2109,INR,4.1.13 900 mm width X 62.5 mm depth X 2.0 mm thickness Meter 2109 ,36,38,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.14,600 mm width X 75 mm depth X 2.0 mm thickness,Meter,1633,INR,4.1.14 600 mm width X 75 mm depth X 2.0 mm thickness Meter 1633 ,36,40,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.15,750 mm width X 75 mm depth X 2.0 mm thickness,Meter,1844,INR,4.1.15 750 mm width X 75 mm depth X 2.0 mm thickness Meter 1844 ,36,42,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.1.16,900 mm width X 75 mm depth X 2.0 mm thickness,Meter,2145,INR,4.1.16 900 mm width X 75 mm depth X 2.0 mm thickness Meter 2145 ,36,44,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.1,100 mm width X 50 mm depth X 1.6 mm thickness,Each,1089,INR,4.3.1 100 mm width X 50 mm depth X 1.6 mm thickness Each 1089 ,37,61,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.2,150 mm width X 50 mm depth X 1.6 mm thickness,Each,1281,INR,4.3.2 150 mm width X 50 mm depth X 1.6 mm thickness Each 1281 ,37,62,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.3,225 mm width X 50 mm depth X 1.6 mm thickness,Each,1552,INR,4.3.3 225 mm width X 50 mm depth X 1.6 mm thickness Each 1552 ,38,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.4,300 mm width X 50 mm depth X 1.6 mm thickness,Each,1826,INR,4.3.4 300 mm width X 50 mm depth X 1.6 mm thickness Each 1826 ,38,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.5,375 mm width X 50 mm depth X 2.0 mm thickness,Each,2558,INR,4.3.5 375 mm width X 50 mm depth X 2.0 mm thickness Each 2558 ,38,5,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.6,450 mm width X 50 mm depth X 2.0 mm thickness,Each,2923,INR,4.3.6 450 mm width X 50 mm depth X 2.0 mm thickness Each 2923 ,38,6,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.7,600 mm width X 50 mm depth X 2.0 mm thickness,Each,3628,INR,4.3.7 600 mm width X 50 mm depth X 2.0 mm thickness Each 3628 ,38,7,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.8,300 mm width X 62.5 mm depth X 2.0 mm thickness,Each,2305,INR,4.3.8 300 mm width X 62.5 mm depth X 2.0 mm thickness Each 2305 ,38,8,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.9,375 mm width X 62.5 mm depth X 2.0 mm thickness,Each,2686,INR,4.3.9 375 mm width X 62.5 mm depth X 2.0 mm thickness Each 2686 ,38,9,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.10,450 mm width X 62.5 mm depth X 2.0 mm thickness,Each,3165,INR,4.3.10 450 mm width X 62.5 mm depth X 2.0 mm thickness Each 3165 ,38,10,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.11,600 mm width X 62.5 mm depth X 2.0 mm thickness,Each,3885,INR,4.3.11 600 mm width X 62.5 mm depth X 2.0 mm thickness Each 3885 ,38,11,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.12,750 mm width X 62.5 mm depth X 2.0 mm thickness,Each,4578,INR,4.3.12 750 mm width X 62.5 mm depth X 2.0 mm thickness Each 4578 ,38,12,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.13,900 mm width X 62.5 mm depth X 2.0 mm thickness,Each,5309,INR,4.3.13 900 mm width X 62.5 mm depth X 2.0 mm thickness Each 5309 ,38,13,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.14,600 mm width X 75 mm depth X 2.0 mm thickness,Each,3995,INR,4.3.14 600 mm width X 75 mm depth X 2.0 mm thickness Each 3995 ,38,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.15,750 mm width X 75 mm depth X 2.0 mm thickness,Each,4691,INR,4.3.15 750 mm width X 75 mm depth X 2.0 mm thickness Each 4691 ,38,15,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.3.16,900 mm width X 75 mm depth X 2.0 mm thickness,Each,5422,INR,4.3.16 900 mm width X 75 mm depth X 2.0 mm thickness Each 5422 ,38,16,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.1,100 mm width X 50 mm depth X 1.6 mm thickness,Each,1231,INR,4.4.1 100 mm width X 50 mm depth X 1.6 mm thickness Each 1231 ,38,24,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.2,150 mm width X 50 mm depth X 1.6 mm thickness,Each,1498,INR,4.4.2 150 mm width X 50 mm depth X 1.6 mm thickness Each 1498 ,38,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.3,225 mm width X 50 mm depth X 1.6 mm thickness,Each,1783,INR,4.4.3 225 mm width X 50 mm depth X 1.6 mm thickness Each 1783 ,38,26,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.4,300 mm width X 50 mm depth X 1.6 mm thickness,Each,2110,INR,4.4.4 300 mm width X 50 mm depth X 1.6 mm thickness Each 2110 ,38,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.5,375 mm width X 50 mm depth X 2.0 mm thickness,Each,2978,INR,4.4.5 375 mm width X 50 mm depth X 2.0 mm thickness Each 2978 ,38,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.6,450 mm width X 50 mm depth X 2.0 mm thickness,Each,3410,INR,4.4.6 450 mm width X 50 mm depth X 2.0 mm thickness Each 3410 ,38,29,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.7,600 mm width X 50 mm depth X 2.0 mm thickness,Each,4247,INR,4.4.7 600 mm width X 50 mm depth X 2.0 mm thickness Each 4247 ,39,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.8,300 mm width X 62.5 mm depth X 2.0 mm thickness,Each,2681,INR,4.4.8 300 mm width X 62.5 mm depth X 2.0 mm thickness Each 2681 ,39,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.9,375 mm width X 62.5 mm depth X 2.0 mm thickness,Each,3129,INR,4.4.9 375 mm width X 62.5 mm depth X 2.0 mm thickness Each 3129 ,39,5,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.10,450 mm width X 62.5 mm depth X 2.0 mm thickness,Each,3674,INR,4.4.10 450 mm width X 62.5 mm depth X 2.0 mm thickness Each 3674 ,39,6,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.11,600 mm width X 62.5 mm depth X 2.0 mm thickness,Each,4526,INR,4.4.11 600 mm width X 62.5 mm depth X 2.0 mm thickness Each 4526 ,39,7,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.12,750 mm width X 62.5 mm depth X 2.0 mm thickness,Each,5352,INR,4.4.12 750 mm width X 62.5 mm depth X 2.0 mm thickness Each 5352 ,39,8,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.13,900 mm width X 62.5 mm depth X 2.0 mm thickness,Each,6215,INR,4.4.13 900 mm width X 62.5 mm depth X 2.0 mm thickness Each 6215 ,39,9,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.14,600 mm width X 75 mm depth X 2.0 mm thickness,Each,4658,INR,4.4.14 600 mm width X 75 mm depth X 2.0 mm thickness Each 4658 ,39,10,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.15,750 mm width X 75 mm depth X 2.0 mm thickness,Each,5487,INR,4.4.15 750 mm width X 75 mm depth X 2.0 mm thickness Each 5487 ,39,11,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.4.16,900 mm width X 75 mm depth X 2.0 mm thickness,Each,6350,INR,4.4.16 900 mm width X 75 mm depth X 2.0 mm thickness Each 6350 ,39,12,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.1,100 mm width X 50 mm depth X 1.6 mm thickness,Each,1089,INR,4.5.1 100 mm width X 50 mm depth X 1.6 mm thickness Each 1089 ,39,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.2,150 mm width X 50 mm depth X 1.6 mm thickness,Each,1281,INR,4.5.2 150 mm width X 50 mm depth X 1.6 mm thickness Each 1281 ,39,21,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.3,225 mm width X 50 mm depth X 1.6 mm thickness,Each,1562,INR,4.5.3 225 mm width X 50 mm depth X 1.6 mm thickness Each 1562 ,39,22,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.4,300 mm width X 50 mm depth X 1.6 mm thickness,Each,1876,INR,4.5.4 300 mm width X 50 mm depth X 1.6 mm thickness Each 1876 ,39,23,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.5,375 mm width X 50 mm depth X 2.0 mm thickness,Each,2568,INR,4.5.5 375 mm width X 50 mm depth X 2.0 mm thickness Each 2568 ,39,24,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.6,450 mm width X 50 mm depth X 2.0 mm thickness,Each,2933,INR,4.5.6 450 mm width X 50 mm depth X 2.0 mm thickness Each 2933 ,39,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.7,600 mm width X 50 mm depth X 2.0 mm thickness,Each,3628,INR,4.5.7 600 mm width X 50 mm depth X 2.0 mm thickness Each 3628 ,39,26,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.8,300 mm width X 62.5 mm depth X 2.0 mm thickness,Each,2305,INR,4.5.8 300 mm width X 62.5 mm depth X 2.0 mm thickness Each 2305 ,39,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.9,375 mm width X 62.5 mm depth X 2.0 mm thickness,Each,2686,INR,4.5.9 375 mm width X 62.5 mm depth X 2.0 mm thickness Each 2686 ,39,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.10,450 mm width X 62.5 mm depth X 2.0 mm thickness,Each,3165,INR,4.5.10 450 mm width X 62.5 mm depth X 2.0 mm thickness Each 3165 ,39,29,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.11,600 mm width X 62.5 mm depth X 2.0 mm thickness,Each,3885,INR,4.5.11 600 mm width X 62.5 mm depth X 2.0 mm thickness Each 3885 ,40,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.12,750 mm width X 62.5 mm depth X 2.0 mm thickness,Each,3880,INR,4.5.12 750 mm width X 62.5 mm depth X 2.0 mm thickness Each 3880 ,40,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.13,900 mm width X 62.5 mm depth X 2.0 mm thickness,Each,5309,INR,4.5.13 900 mm width X 62.5 mm depth X 2.0 mm thickness Each 5309 ,40,5,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.14,600 mm width X 75 mm depth X 2.0 mm thickness,Each,3995,INR,4.5.14 600 mm width X 75 mm depth X 2.0 mm thickness Each 3995 ,40,6,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.15,750 mm width X 75 mm depth X 2.0 mm thickness,Each,4691,INR,4.5.15 750 mm width X 75 mm depth X 2.0 mm thickness Each 4691 ,40,7,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.5.16,900 mm width X 75 mm depth X 2.0 mm thickness,Each,5422,INR,4.5.16 900 mm width X 75 mm depth X 2.0 mm thickness Each 5422 ,40,8,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.6.1,100 mm width X 50 mm depth X 1.6 mm thickness,Metre,754,INR,4.6.1 100 mm width X 50 mm depth X 1.6 mm thickness Metre 754 ,40,17,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.6.2,150 mm width X 50 mm depth X 1.6 mm thickness,Metre,803,INR,4.6.2 150 mm width X 50 mm depth X 1.6 mm thickness Metre 803 ,40,18,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.6.3,225 mm width X 50 mm depth X 1.6 mm thickness,Metre,991,INR,4.6.3 225 mm width X 50 mm depth X 1.6 mm thickness Metre 991 ,40,19,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.6.4,300 mm width X 50 mm depth X 1.6 mm thickness,Metre,1062,INR,4.6.4 300 mm width X 50 mm depth X 1.6 mm thickness Metre 1062 ,40,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.6.5,375 mm width X 50 mm depth X 2.0 mm thickness,Metre,1322,INR,4.6.5 375 mm width X 50 mm depth X 2.0 mm thickness Metre 1322 ,40,21,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.6.6,450 mm width X 50 mm depth X 2.0 mm thickness,Metre,1439,INR,4.6.6 450 mm width X 50 mm depth X 2.0 mm thickness Metre 1439 ,40,22,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.6.7,600 mm width X 50 mm depth X 2.0 mm thickness,Metre,1925,INR,4.6.7 600 mm width X 50 mm depth X 2.0 mm thickness Metre 1925 ,40,23,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.6.8,300 mm width X 62.5 mm depth X 2.0 mm thickness,Metre,1299,INR,4.6.8 300 mm width X 62.5 mm depth X 2.0 mm thickness Metre 1299 ,40,24,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.6.9,375 mm width X 62.5 mm depth X 2.0 mm thickness,Metre,1477,INR,4.6.9 375 mm width X 62.5 mm depth X 2.0 mm thickness Metre 1477 ,40,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.6.10,450 mm width X 62.5 mm depth X 2.0 mm thickness,Metre,1713,INR,4.6.10 450 mm width X 62.5 mm depth X 2.0 mm thickness Metre 1713 ,40,26,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.6.11,600 mm width X 62.5 mm depth X 2.0 mm thickness,Metre,2064,INR,4.6.11 600 mm width X 62.5 mm depth X 2.0 mm thickness Metre 2064 ,40,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.6.12,750 mm width X 62.5 mm depth X 2.0 mm thickness,Metre,2428,INR,4.6.12 750 mm width X 62.5 mm depth X 2.0 mm thickness Metre 2428 ,40,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
